Region,Province,Municipality,District,Barangay
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XII,BAYANIHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XII,BLUE RIDGE A
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XII,U.P. VILLAGE
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XII,U.P. CAMPUS
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,BAGONG LIPUNAN NG CRAME
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,KAUNLARAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,CAMP AGUINALDO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,E. RODRIGUEZ
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,DUYAN-DUYAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,MARILAG
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,BLUE RIDGE B
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,QUIRINO 2-A
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,DAMAYANG LAGI
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIII,U.P. CAMPUS
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,ROXAS
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,SACRED HEART
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,KAMUNING
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,MILAGROSA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,QUIRINO 2-B
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,DUYAN-DUYAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,MARILAG
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIV,LAGING HANDA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,AURORA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,DOÑA IMELDA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,TATALON
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,SAN ROQUE
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,DON MANUEL
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,QUIRINO 3-A
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,DOÑA JOSEFA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,SANTA MONICA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XV,CAMP AGUINALDO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,BAGBAG
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,SAN BARTOLOME
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,KRUS NA LIGAS
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,GREATER LAGRO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,U.P. VILLAGE
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,MALAYA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,PINYAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,TEACHERS VILLAGE EAST
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,SIKATUNA VILLAGE
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,DAMAYANG LAGI
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,PROJECT 6
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVI,BAGONG LIPUNAN NG CRAME
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,NOVALICHES PROPER
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,GULOD
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,SANTA LUCIA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,SANTA MONICA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,SAN AGUSTIN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,PINYAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,SANTOL
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,KAUNLARAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,BAGONG LIPUNAN NG CRAME
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,PINAGKAISAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,BAESA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,IMMACULATE CONCEPCION
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,SAN ANTONIO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,DOÑA JOSEFA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVII,NAGKAISANG NAYON
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,NAGKAISANG NAYON
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,KALIGAYAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,GREATER LAGRO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,PASONG PUTIK PROPER (PASONG PUTIK)
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,NORTH FAIRVIEW
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,FAIRVIEW
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,HORSESHOE
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,SACRED HEART
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,OBRERO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,PALIGSAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,PINAGKAISAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,MARIANA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,ROXAS
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,KAMUNING
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,DOÑA JOSEFA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,KALUSUGAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,SOUTH TRIANGLE
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XVIII,SAN BARTOLOME
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,CULIAT
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,SANGANDAAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,NEW ERA (CONSTITUTION HILLS)
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,PASONG TAMO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,TANDANG SORA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,TATALON
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,KALIGAYAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,DOÑA IMELDA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,AURORA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,DON MANUEL
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,DAMAYANG LAGI
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,E. RODRIGUEZ
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,MATANDANG BALARA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,PALIGSAHAN
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XIX,MARIANA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XX,APOLONIO SAMSON
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XX,BALONG BATO
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XX,UNANG SIGAW
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XX,BAESA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XX,TALIPAPA
NCR,NCR   SECOND DISTRICT,QUEZON CITY,School District XX,SAUYO
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,NAMAYAN
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,SAN JOSE
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,POBLACION
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,PLAINVIEW
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,MABINI-J. RIZAL
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,HULO
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,BARANGKA DRIVE
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,HIGHWAY HILLS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,PAG-ASA
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,NEW ZAÃ‘IGA
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,MALAMIG
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,DAANG BAKAL
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,WACK-WACK GREENHILLS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,BUROL
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,BARANGKA ILAYA
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,ADDITION HILLS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District I,VERGARA
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,ADDITION HILLS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,BUAYANG BATO
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,HAGDANG BATO ITAAS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,BARANGKA DRIVE
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,PLEASANT HILLS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,MAUWAY
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,HIGHWAY HILLS
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,PLAINVIEW
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,BARANGKA ILAYA
NCR,NCR   SECOND DISTRICT,CITY OF MANDALUYONG,Mandaluyong City District II,MALAMIG
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,BARANGKA
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,INDUSTRIAL VALLEY
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,CALUMPANG
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,JESUS DE LA PEÃ‘A
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,MALANDAY
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,SANTA ELENA (POB.)
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,SAN ROQUE
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,SANTO NINO
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,TAÃ‘ONG
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,CONCEPCION UNO
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,MARIKINA HEIGHTS (CONCEPCION)
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,NANGKA
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,PARANG
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,CONCEPCION DOS
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,TUMANA
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District I,FORTUNE
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District II,NANGKA
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District II,CONCEPCION UNO
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District II,FORTUNE
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District II,MARIKINA HEIGHTS (CONCEPCION)
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District II,PARANG
NCR,NCR   SECOND DISTRICT,CITY OF MARIKINA,Marikina City District II,CONCEPCION DOS
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,PINAGBUHATAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SANTA CRUZ
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,PALATIW
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SAN NICOLAS (POB.)
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SAGAD
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,CANIOGAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,KAPITOLYO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SANTOLAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SANTA LUCIA
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SAN JOAQUIN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,MAYBUNGA
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,BUTING
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,UGONG
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,MANGGAHAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SAN MIGUEL
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SAN ANTONIO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,ORANBO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,KAPASIGAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District I,SANTO TOMAS
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,BAMBANG
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,BUTING
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,KALAWAAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,SAN JOAQUIN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,ROSARIO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,MANGGAHAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,DELA PAZ
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,MALINAO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District II,SANTA LUCIA
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District III,BAGONG ILOG
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District III,UGONG
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District III,ORANBO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District III,PINEDA
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District III,KAPITOLYO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District III,SAN ANTONIO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District IV,DELA PAZ
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District IV,MANGGAHAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District IV,ROSARIO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District IV,SANTOLAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District V,CANIOGAN
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District V,SANTA LUCIA
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District V,MAYBUNGA
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District V,SAN MIGUEL
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District V,ROSARIO
NCR,NCR   SECOND DISTRICT,CITY OF PASIG,Pasig City District V,SANTOLAN
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,SIPAC-ALMACEN
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,BANGCULASI
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,"NORTH BAY BLVD., SOUTH"
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,SAN JOSE (POB.)
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,"NORTH BAY BLVD., NORTH"
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,SAN RAFAEL VILLAGE
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,BAGUMBAYAN SOUTH
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,DAANGHARI
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,TANGOS
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District I,SAN ROQUE
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District II,DAANGHARI
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District II,SAN ROQUE
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District II,TANGOS
NCR,NCR   THIRD DISTRICT,CITY OF NAVOTAS,Navotas District II,TANZA
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 52
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 28
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 20
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 31
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 10
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 35
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 24
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 14
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 86
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 62
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 12
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 97
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 27
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 13
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 77
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 164
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 8
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 98
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 184
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 23
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 25
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Aromar (Aromahan-Marulas),BARANGAY 22
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 5
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 119
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 15
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 62
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 125
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 109
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 74
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 100
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 129
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 86
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 1
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 2
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 60
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 87
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 97
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 17
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 9
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 55
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 96
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 105
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 104
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 90
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 82
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 171
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 48
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 117
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 61
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 63
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 4
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 80
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 18
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 131
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Pobcaran (Poblacion-Caliparan),BARANGAY 157
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 161
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 160
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 147
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 157
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 83
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 163
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 164
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 142
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 139
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 80
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 155
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 84
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 64
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 82
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Tanque,BARANGAY 165
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 179
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 178
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 175
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 177
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 173
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 172
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 174
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 171
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 180
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 18
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 168
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 176
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 86
NCR,NCR   THIRD DISTRICT,KALOOKAN CITY,Caloocan North I,BARANGAY 184
